"ID","Idade","Renda","Regiao","Genero","seguro auto","seguro vida Emp","seguro vida PF","Seguro Residencial","Investimento Fundos_cambiais","Investimento Fundos_commodities","Investimento LCI","Investimento LCA","Investimento Poupanca","Investimento Fundos Multimercado","Investimento Tesouro Direto","Financiamento Casa","Financiamento Carro","Emprestimo _pessoal","Emprestimo _consignado","Emprestimo _limite_especial","Emprestimo _educacao","Emprestimo _viagem","Investimento CDB","Investimento Fundos","RECOMMENDATION_1","CONFIDENCE_1","RECOMMENDATION_2","CONFIDENCE_2","RECOMMENDATION_3","CONFIDENCE_3"
"30171.00","32.225","7363.815","NE","1.00","T","T","F","T","F","F","T","T","F","F","T","T","F","T","T","F","F","F","T","F","seguro vida PF","0.990483","Emprestimo _limite_especial","0.972733","Investimento Fundos_commodities","0.868172"
"30174.00","47.339","7053.959","SE","1.00","T","T","T","T","F","T","F","F","F","F","F","F","F","F","F","F","F","T","F","F",,,,,,
"30177.00","24.412","8681.10","NE","1.00","F","T","F","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","T","F","seguro vida PF","0.894459","seguro auto","0.891161",,
"30193.00","50.534","8702.805","CO","1.00","F","T","F","T","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","T","seguro vida PF","0.889935","seguro auto","0.887013",,
"30227.00","40.691","8690.82","CO","0.00","F","F","F","F","T","T","T","T","T","T","F","F","F","F","F","F","T","F","T","T","Emprestimo _viagem","0.958788",,,,
"30249.00","25.768","6861.591","S","0.00","F","T","F","F","T","T","T","T","T","F","F","F","F","F","F","F","F","F","T","T",,,,,,
"30261.00","42.703","6088.966","CO","1.00","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","F","T","T",,,,,,
"30280.00","37.11","8399.405","CO","0.00","F","T","F","F","F","F","T","F","T","F","T","F","F","F","F","F","T","F","T","F","Investimento Fundos","0.900164","Emprestimo _viagem","0.883252","Investimento Fundos_commodities","0.831425"
"30295.00","49.584","7195.556","SE","1.00","F","F","F","F","T","T","T","T","T","T","T","F","T","F","F","F","F","F","T","F",,,,,,
"30295.00","49.584","7195.556","SE","1.00","F","F","F","F","T","T","T","T","T","T","T","F","F","F","F","F","F","T","T","F",,,,,,
"30295.00","49.584","7195.556","SE","1.00","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","T","F",,,,,,
"30295.00","49.584","7195.556","SE","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F",,,,,,
"30295.00","34.91","8699.97","NE","0.00","F","T","F","F","T","T","T","T","T","T","T","F","T","F","F","F","F","F","T","F",,,,,,
"30295.00","34.91","8699.97","NE","0.00","F","T","F","F","T","T","T","T","T","T","T","F","F","F","F","F","F","T","T","F",,,,,,
"30295.00","34.91","8699.97","NE","0.00","F","T","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","T","F",,,,,,
"30295.00","34.91","8699.97","NE","0.00","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T","F",,,,,,
"30315.00","19.476","7144.461","CO","0.00","T","T","T","T","F","F","F","F","F","F","T","F","F","F","F","F","F","T","F","F",,,,,,
"30317.00","38.788","7827.188","NE","1.00","F","F","F","F","T","T","T","T","T","T","T","F","F","F","F","F","F","T","T","T","Emprestimo _educacao","0.887269",,,,
"30325.00","24.323","7811.859","NE","0.00","F","F","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","T","T",,,,,,
"30333.00","25.638","8228.579","NE","1.00","F","T","F","F","T","F","F","T","T","F","T","F","T","F","F","F","F","F","F","F","Investimento Fundos_commodities","0.929554","Investimento LCI","0.925151",,
"30349.00","29.143","6429.032","NE","0.00","T","T","T","T","F","F","T","F","F","F","F","F","F","F","F","F","F","T","F","T","Investimento CDB","0.879625","Emprestimo _educacao","0.801184",,
"30378.00","51.991","8138.886","S","0.00","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F",,,,,,
"30394.00","25.752","8145.704","NE","0.00","T","F","F","F","F","F","T","F","F","F","F","F","T","F","F","F","F","F","F","T","Investimento CDB","0.803087",,,,
"30396.00","36.982","5951.98","SE","1.00","T","F","F","F","F","F","F","F","T","F","F","T","F","F","F","F","F","F","T","F",,,,,,
"30411.00","31.065","7996.21","N","1.00","F","F","F","F","F","F","F","F","T","F","T","F","F","F","F","F","T","T","T","T",,,,,,
"30412.00","41.036","6175.824","SE","1.00","T","T","T","T","F","F","F","F","F","F","F","T","T","T","T","T","F","F","T","F",,,,,,
"30416.00","32.71","7831.822","SE","0.00","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"30416.00","32.71","7831.822","SE","0.00","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","T",,,,,,
"30416.00","32.71","7831.822","SE","0.00","F","F","F","F","F","F","T","F","T","T","F","F","F","F","F","F","F","F","F","F",,,,,,
"30416.00","32.71","7831.822","SE","0.00","F","F","F","F","F","F","T","F","T","T","F","F","F","F","F","F","F","F","F","T","Investimento CDB","0.803087",,,,
"30416.00","36.524","8127.405","S","1.00","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"30416.00","36.524","8127.405","S","1.00","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","T",,,,,,
"30416.00","36.524","8127.405","S","1.00","F","T","F","F","F","F","T","F","T","T","F","F","F","F","F","F","F","F","F","F",,,,,,
"30416.00","36.524","8127.405","S","1.00","F","T","F","F","F","F","T","F","T","T","F","F","F","F","F","F","F","F","F","T","Investimento CDB","0.803087",,,,
"30417.00","62.066","6883.046","CO","1.00","T","T","T","T","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F",,,,,,
"30419.00","35.299","7090.78","SE","0.00","F","F","F","F","F","F","T","T","T","F","T","F","F","T","F","F","T","F","F","F","Investimento Fundos_commodities","0.928339","Investimento Fundos_cambiais","0.912595","Investimento CDB","0.834699"
"30432.00","54.396","7231.903","CO","0.00","F","F","F","T","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F",,,,,,
"30450.00","44.781","8518.148","SE","0.00","F","F","F","F","F","F","F","T","F","T","F","F","T","F","F","F","F","T","T","T","Emprestimo _educacao","0.887269",,,,
"30466.00","24.432","7426.123","SE","0.00","F","T","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","T","F","F",,,,,,
"30468.00","39.075","6911.785","CO","1.00","F","T","F","F","T","T","T","F","F","F","T","F","T","F","F","F","T","T","T","T","Investimento Poupanca","0.855811","Investimento LCA","0.805595",,
"30484.00","46.597","7516.779","NE","1.00","T","T","T","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"30494.00","45.514","8579.159","S","1.00","F","F","F","F","T","F","F","F","F","F","T","T","T","F","F","F","F","F","F","T",,,,,,
"30524.00","20.251","8513.673","S","0.00","F","F","T","F","F","F","T","F","F","F","T","F","T","F","F","F","F","F","F","F","Seguro Residencial","0.871907","seguro vida Emp","0.822707","seguro auto","0.813974"
"30525.00","45.074","8307.53","S","1.00","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F","T",,,,,,
"30527.00","44.412","8588.427","S","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"30528.00","64.945","7287.067","SE","1.00","T","F","F","T","T","T","F","F","F","F","T","F","F","F","F","F","F","F","T","T","Investimento LCI","0.960905","seguro vida PF","0.953814","seguro vida Emp","0.945416"
"30563.00","40.833","6508.181","N","1.00","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F",,,,,,
"30579.00","37.724","7789.227","CO","1.00","F","F","F","F","T","T","F","F","F","F","T","F","F","F","F","F","F","T","F","F","Investimento LCI","0.944046","Investimento Poupanca","0.855811","Investimento LCA","0.805595"
"30589.00","24.58","9688.537","CO","1.00","T","T","T","T","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F",,,,,,
"30591.00","52.70","34222.00","SE","0.00","T","T","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","T","F",,,,,,
"30597.00","72.49","7865.185","CO","1.00","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"30601.00","43.214","7409.686","SE","1.00","F","F","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","Seguro Residencial","0.871907","seguro vida Emp","0.822707","seguro auto","0.813974"
"30618.00","20.116","7044.941","SE","1.00","F","F","F","F","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","F",,,,,,
"30637.00","69.015","7419.925","CO","1.00","F","F","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","T","F",,,,,,
"30642.00","38.937","7793.482","N","0.00","F","F","F","T","F","F","T","F","F","F","F","F","F","F","F","T","F","F","F","F",,,,,,
"30643.00","40.064","6987.342","NE","1.00","F","F","F","F","F","F","F","F","T","F","F","F","F","T","T","T","T","T","T","T",,,,,,
"30677.00","47.667","7736.613","S","0.00","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","F","T","T",,,,,,
"30677.00","47.667","7736.613","S","0.00","T","T","T","T","T","T","T","T","T","F","F","F","F","T","T","T","T","T","T","T",,,,,,
"30677.00","47.667","7736.613","S","0.00","T","T","T","T","F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","T","Investimento LCI","0.826283","Investimento Fundos_cambiais","0.822335",,
"30677.00","47.667","7736.613","S","0.00","T","T","T","T","F","T","F","F","F","F","F","F","F","T","T","T","T","T","T","T","Investimento LCI","0.826283","Investimento Fundos_cambiais","0.822335",,
"30677.00","47.866","7158.284","SE","0.00","T","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","F","T","T",,,,,,
"30677.00","47.866","7158.284","SE","0.00","T","T","T","T","T","T","T","T","T","F","F","F","F","T","T","T","T","T","T","T",,,,,,
"30677.00","47.866","7158.284","SE","0.00","T","T","T","T","F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","T","Investimento LCI","0.826283","Investimento Fundos_cambiais","0.822335",,
"30677.00","47.866","7158.284","SE","0.00","T","T","T","T","F","T","F","F","F","F","F","F","F","T","T","T","T","T","T","T","Investimento LCI","0.826283","Investimento Fundos_cambiais","0.822335",,
"30680.00","32.443","9513.468","SE","1.00","F","F","F","F","T","T","T","T","T","T","T","F","T","F","F","F","F","T","F","F",,,,,,
"30703.00","39.97","7987.802","NE","1.00","F","F","F","T","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","F",,,,,,
"30705.00","47.475","6784.98","SE","0.00","F","T","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","Seguro Residencial","0.811143",,,,
"30715.00","57.904","8297.918","N","0.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"30723.00","54.461","7518.578","S","1.00","F","F","F","F","T","T","F","F","F","F","F","F","T","F","F","F","F","F","T","T","Investimento LCI","0.960905",,,,
"30732.00","77.927","7568.607","S","0.00","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","T",,,,,,
"30739.00","42.292","8333.674","SE","1.00","T","T","T","T","F","F","F","F","F","F","F","T","T","T","T","T","T","F","F","F","Investimento CDB","0.834699","Investimento Fundos","0.803279",,
"30748.00","30.696","6815.59","SE","1.00","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","F","F",,,,,,
"30763.00","30.85","15000.00","SE","1.00","F","F","T","T","F","F","F","F","T","F","F","T","T","T","T","T","F","F","T","F","seguro auto","0.920324","seguro vida Emp","0.915598",,
"30790.00","36.60","6988.937","CO","1.00","T","T","T","T","F","F","T","F","F","T","F","T","F","F","F","F","F","F","F","F",,,,,,
"30790.00","36.60","6988.937","CO","1.00","T","T","T","T","F","F","T","F","F","T","F","F","F","T","T","F","F","F","T","T","Emprestimo _limite_especial","0.972733","Investimento Fundos_commodities","0.853232","Investimento Fundos_cambiais","0.840419"
"30790.00","36.60","6988.937","CO","1.00","T","T","T","T","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F",,,,,,
"30790.00","36.60","6988.937","CO","1.00","T","T","T","T","F","F","F","F","F","F","F","F","F","T","T","F","F","F","T","T","Emprestimo _limite_especial","0.972733",,,,
"30790.00","19.407","7017.826","NE","0.00","F","T","F","F","F","F","T","F","F","T","F","T","F","F","F","F","F","F","F","F",,,,,,
"30790.00","19.407","7017.826","NE","0.00","F","T","F","F","F","F","T","F","F","T","F","F","F","T","T","F","F","F","T","T","Emprestimo _limite_especial","0.972733","Investimento Fundos_commodities","0.853232","Investimento Fundos_cambiais","0.840419"
"30790.00","19.407","7017.826","NE","0.00","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F",,,,,,
"30790.00","19.407","7017.826","NE","0.00","F","T","F","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","T","T","Emprestimo _limite_especial","0.972733","Seguro Residencial","0.811143",,
"30806.00","36.228","7515.341","SE","0.00","F","F","T","F","F","F","F","T","T","F","F","F","T","F","F","T","T","F","T","F","Investimento Fundos","0.900164","Emprestimo _viagem","0.883252","Seguro Residencial","0.882474"
"30826.00","28.173","7773.19","SE","1.00","F","F","F","F","F","T","F","F","T","F","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.849805","Investimento Fundos_cambiais","0.849155",,
"30837.00","20.956","7673.402","N","0.00","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","T","F","Investimento LCI","0.855166","Investimento Fundos_cambiais","0.845941","Investimento Poupanca","0.83441"
"30852.00","40.873","7027.839","SE","1.00","F","F","T","F","F","F","F","F","T","T","F","F","T","F","F","F","F","F","T","T","Seguro Residencial","0.882474","seguro vida Emp","0.828179","seguro auto","0.826804"
"30878.00","33.609","8454.474","CO","0.00","F","T","F","F","T","T","T","T","T","T","T","F","F","F","F","F","F","F","F","F",,,,,,
"30898.00","50.843","7172.91","SE","1.00","F","F","T","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F","F","Seguro Residencial","0.871907","seguro vida Emp","0.822707","seguro auto","0.813974"
"30926.00","33.435","7192.563","N","1.00","F","F","F","F","F","T","F","F","F","F","F","F","F","T","F","F","F","F","T","F",,,,,,
"30928.00","38.001","7329.256","NE","0.00","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"30928.00","38.001","7329.256","NE","0.00","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"30928.00","38.001","7329.256","NE","0.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"30928.00","38.001","7329.256","NE","0.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"30928.00","47.703","7994.31","NE","1.00","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"30928.00","47.703","7994.31","NE","1.00","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"30928.00","47.703","7994.31","NE","1.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"30928.00","47.703","7994.31","NE","1.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"30935.00","44.918","7387.527","S","1.00","F","T","F","F","F","T","T","F","F","F","T","F","F","F","F","F","F","F","F","F","Investimento Fundos_cambiais","0.927414","Investimento Poupanca","0.853418",,
"30936.00","26.28","7769.291","N","1.00","F","F","T","F","T","T","T","F","F","F","F","F","F","F","T","F","T","T","T","T","Seguro Residencial","0.871907","seguro vida Emp","0.822707","Emprestimo _pessoal","0.822238"
"30945.00","26.676","7270.378","S","1.00","F","F","F","F","T","T","T","F","F","F","F","T","F","F","F","F","T","T","T","T",,,,,,
"30952.00","36.582","8281.672","SE","0.00","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T",,,,,,
"30960.00","37.762","7277.293","SE","0.00","F","T","F","F","F","F","T","F","T","T","F","F","F","F","F","F","F","F","T","F","Investimento Fundos_commodities","0.831425","Investimento Fundos_cambiais","0.820611",,
"30961.00","20.126","6599.594","SE","1.00","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","T","F","F",,,,,,
"30973.00","59.479","43567.00","S","0.00","F","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","T","T","T","T",,,,,,
"31009.00","25.222","5599.322","SE","0.00","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F","F","F",,,,,,
"31014.00","27.974","6824.683","SE","0.00","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F",,,,,,
"31017.00","42.967","7318.128","SE","1.00","F","F","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","T","F",,,,,,
"31018.00","38.573","7323.668","NE","0.00","F","T","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"31033.00","45.008","6890.903","S","0.00","F","F","T","F","T","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","Seguro Residencial","0.882474","seguro vida Emp","0.828179","seguro auto","0.826804"
"31034.00","63.405","7687.181","CO","1.00","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T",,,,,,
"31037.00","32.193","7838.373","NE","1.00","F","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","T","F",,,,,,
"31052.00","46.724","7190.351","S","1.00","F","F","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","F","T",,,,,,
"31058.00","40.579","7162.051","SE","0.00","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F",,,,,,
"31060.00","19.956","6602.758","SE","0.00","F","F","F","F","T","T","T","F","F","F","F","F","T","F","F","F","T","T","T","T",,,,,,
"31072.00","42.737","7183.697","NE","0.00","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F",,,,,,
"31072.00","42.737","7183.697","NE","0.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31072.00","42.737","7183.697","NE","0.00","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F",,,,,,
"31072.00","42.737","7183.697","NE","0.00","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31072.00","39.472","9545.426","NE","1.00","F","F","F","F","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F",,,,,,
"31072.00","39.472","9545.426","NE","1.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31072.00","39.472","9545.426","NE","1.00","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F",,,,,,
"31072.00","39.472","9545.426","NE","1.00","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31082.00","30.695","9170.564","S","0.00","F","F","F","F","T","T","T","T","T","T","T","F","F","F","F","F","T","F","F","F","Investimento CDB","0.834699","Investimento Fundos","0.803279",,
"31083.00","22.97","8811.80","CO","0.00","F","F","F","F","T","F","T","T","T","F","T","F","F","F","F","F","F","F","F","F","Investimento Fundos_commodities","0.991672",,,,
"31090.00","42.378","8624.223","CO","1.00","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F",,,,,,
"31111.00","25.241","7872.593","NE","1.00","F","F","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","F",,,,,,
"31114.00","45.519","7260.143","NE","1.00","T","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31123.00","42.366","8204.392","NE","0.00","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","F","F","F","T","F","Emprestimo _pessoal","0.822238","Emprestimo _limite_especial","0.816572",,
"31125.00","38.405","5907.152","SE","0.00","F","T","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T",,,,,,
"31129.00","29.618","8819.716","CO","1.00","F","F","F","F","T","T","T","F","T","T","F","F","F","F","F","F","T","T","T","T","Investimento LCA","0.882011",,,,
"31139.00","35.344","9266.05","N","1.00","T","T","T","T","F","F","F","F","F","F","F","T","T","T","T","T","F","F","T","F",,,,,,
"31147.00","47.08","7170.416","NE","1.00","F","F","F","F","F","T","F","F","F","F","F","T","F","F","F","F","F","F","F","F",,,,,,
"31154.00","61.439","8257.852","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","T","F",,,,,,
"31161.00","45.258","7203.585","SE","0.00","F","F","F","F","T","T","T","T","T","T","T","F","F","F","T","F","F","F","F","F",,,,,,
"31165.00","21.814","7657.938","NE","1.00","F","F","T","T","F","F","T","F","F","F","T","T","T","T","T","T","F","F","F","F","seguro auto","0.917863","seguro vida Emp","0.915192",,
"31168.00","22.93","7119.776","SE","1.00","F","F","F","F","T","F","F","F","T","F","T","F","F","T","F","F","F","F","F","F",,,,,,
"31175.00","32.095","7459.731","S","0.00","F","F","F","F","T","F","F","F","F","F","T","T","T","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.819101","Investimento LCI","0.810674",,
"31207.00","50.815","6993.528","S","0.00","F","F","F","F","T","T","T","F","F","T","F","F","F","F","F","F","T","T","T","T",,,,,,
"31212.00","36.182","7406.50","NE","1.00","F","F","F","T","F","F","F","F","T","F","T","F","F","F","F","F","F","F","T","F",,,,,,
"31213.00","45.723","6460.884","SE","1.00","F","T","F","F","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","Seguro Residencial","0.811143",,,,
"31223.00","46.386","6960.986","S","1.00","F","F","T","F","F","F","F","T","F","F","T","F","F","F","F","F","T","F","F","F","Seguro Residencial","0.871907","Investimento CDB","0.834699","seguro vida Emp","0.822707"
"31237.00","34.366","8461.984","S","0.00","F","T","F","F","F","F","F","T","T","F","T","F","F","F","F","F","F","F","F","T",,,,,,
"31259.00","44.182","6850.543","SE","1.00","T","T","T","T","F","F","T","T","T","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.928339","Investimento Fundos_cambiais","0.912595",,
"31269.00","55.324","6746.702","S","0.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31293.00","36.151","8120.73","SE","0.00","T","F","F","F","F","F","T","F","F","T","F","F","F","F","F","F","F","F","T","F",,,,,,
"31296.00","27.816","6604.463","SE","0.00","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F",,,,,,
"31296.00","27.816","6604.463","SE","0.00","F","F","F","F","F","F","F","F","F","F","T","T","T","T","T","T","F","F","F","F",,,,,,
"31296.00","27.816","6604.463","SE","0.00","F","F","F","F","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F",,,,,,
"31296.00","27.816","6604.463","SE","0.00","F","F","F","F","F","F","F","F","T","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"31296.00","33.748","8147.845","NE","0.00","T","T","T","T","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F",,,,,,
"31296.00","33.748","8147.845","NE","0.00","T","T","T","T","F","F","F","F","F","F","T","T","T","T","T","T","F","F","F","F",,,,,,
"31296.00","33.748","8147.845","NE","0.00","T","T","T","T","F","F","F","F","T","T","F","F","F","F","F","F","F","F","F","F",,,,,,
"31296.00","33.748","8147.845","NE","0.00","T","T","T","T","F","F","F","F","T","T","F","T","T","T","T","T","F","F","F","F",,,,,,
"31345.00","28.79","6476.803","CO","1.00","F","F","F","F","T","T","T","F","T","F","F","F","F","F","F","F","T","T","T","T","Investimento LCA","0.882011",,,,
"31368.00","54.085","6742.26","CO","1.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31369.00","39.199","5945.188","S","1.00","T","T","T","T","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31374.00","36.002","9119.568","S","1.00","T","T","T","T","F","F","F","T","F","F","T","F","T","T","T","T","T","T","T","T",,,,,,
"31387.00","23.228","7513.035","SE","0.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31388.00","44.125","6391.852","SE","1.00","F","F","T","F","T","T","T","F","F","F","F","F","F","F","F","F","T","T","T","T","Seguro Residencial","0.871907","seguro vida Emp","0.822707","seguro auto","0.813974"
"31412.00","19.053","7834.611","SE","1.00","T","T","T","T","F","T","F","F","T","T","F","T","T","T","T","T","F","F","T","F","Investimento LCI","0.849805","Investimento Fundos_cambiais","0.849155",,
"31430.00","44.651","7827.583","N","0.00","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","T","T","F",,,,,,
"31453.00","50.705","8174.825","SE","0.00","F","F","F","F","T","T","T","T","T","T","T","F","T","F","F","F","T","F","T","F","Investimento Fundos","0.900164","Emprestimo _viagem","0.883252",,
"31469.00","43.978","8182.757","S","0.00","F","F","F","F","F","F","T","F","F","F","F","F","F","T","F","F","F","F","F","F",,,,,,
"31479.00","40.791","9365.385","CO","1.00","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F","F",,,,,,
"31480.00","47.145","8365.158","SE","0.00","F","F","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","F","F","F",,,,,,
"31495.00","53.842","6556.662","CO","0.00","F","F","F","F","F","F","F","F","T","F","T","F","F","F","F","F","F","F","F","T",,,,,,
"31509.00","41.66","6278.603","CO","0.00","F","F","F","F","T","F","F","F","F","T","F","F","F","F","F","F","F","F","T","T","Investimento Fundos_commodities","0.819101","Investimento LCI","0.810674",,
"31512.00","44.291","7652.028","SE","1.00","F","F","F","F","T","T","T","T","T","T","T","F","T","F","F","F","F","F","F","F",,,,,,
"31513.00","43.779","6224.885","N","1.00","F","F","F","F","F","F","F","T","T","F","F","F","F","T","F","F","F","F","F","F",,,,,,
"31515.00","49.148","8089.454","S","0.00","F","F","F","F","F","F","F","F","F","F","T","F","T","F","F","F","T","F","T","T","Emprestimo _viagem","0.958788",,,,
"31532.00","32.193","7721.035","SE","0.00","F","F","F","F","F","F","F","F","F","F","F","T","F","F","F","F","F","F","T","F",,,,,,
"31540.00","23.643","8628.51","SE","1.00","F","F","F","F","T","T","T","T","T","T","T","T","F","F","F","F","F","T","F","T","Investimento CDB","0.89923","Emprestimo _educacao","0.801184",,
"31542.00","24.875","8439.742","SE","1.00","F","F","F","F","T","F","F","T","F","F","T","F","F","F","F","F","F","F","F","F","Investimento Fundos_commodities","0.822053","Investimento LCI","0.819812","Investimento Poupanca","0.814433"
"31555.00","34.729","7757.692","NE","1.00","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","T","Investimento CDB","0.879625","Emprestimo _educacao","0.801184",,
"31563.00","57.45","6332.613","CO","1.00","T","T","T","T","F","F","F","F","F","F","T","F","T","F","F","F","F","T","T","F",,,,,,
"31600.00","33.657","6928.934","SE","0.00","T","T","T","T","T","F","F","F","F","F","F","F","F","T","T","T","T","T","T","T","Investimento Fundos_commodities","0.819101","Investimento LCI","0.810674",,
"31610.00","50.362","6746.909","CO","1.00","F","T","F","F","F","F","F","F","T","F","F","F","T","F","F","F","F","T","T","F",,,,,,
"31616.00","34.63","7670.567","CO","1.00","F","F","F","T","F","F","T","T","F","F","T","F","F","F","F","F","F","F","T","F","Investimento Fundos_commodities","0.868172","Investimento Fundos_cambiais","0.86016","Investimento Poupanca","0.837582"
"31643.00","43.042","7723.543","NE","1.00","F","F","F","F","F","F","F","T","F","F","F","F","F","F","F","F","F","T","F","F",,,,,,
